End Date,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
01/31/2020,2020.0,1.0,Alaska,Female,65-74 years,0.0,38.0,13.0,0.0,0.0,15.5
01/31/2020,2020.0,1.0,Mississippi,Female,18-29 years,0.0,15.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Delaware,All Sexes,1-4 years,0.0,62.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Virginia,Female,1-4 years,0.0,109.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,West Virginia,Female,50-64 years,0.0,156.0,11.0,0.0,0.0,12.0
01/31/2020,2020.0,1.0,Hawaii,All Sexes,75-84 years,0.0,215.0,16.0,0.0,0.0,18.0
01/31/2020,2020.0,1.0,South Dakota,Female,85 years and over,0.0,165.0,15.0,0.0,0.0,15.0
01/31/2020,2020.0,1.0,Wyoming,Female,85 years and over,0.0,81.0,25.5,0.0,0.0,32.0
01/31/2020,2020.0,1.0,New York City,Male,50-64 years,0.0,520.0,36.0,0.0,13.0,49.0
01/31/2020,2020.0,1.0,Montana,Male,0-17 years,0.0,268.5,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Mississippi,Female,25-34 years,0.0,17.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Georgia,Female,55-64 years,0.0,506.0,27.0,0.0,12.0,39.0
01/31/2020,2020.0,1.0,Virginia,Female,5-14 years,0.0,593.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Mississippi,All Sexes,85 years and over,0.0,680.0,58.0,0.0,0.0,58.0
01/31/2020,2020.0,1.0,Mississippi,Male,75-84 years,0.0,318.0,27.0,0.0,0.0,28.0
01/31/2020,2020.0,1.0,Louisiana,Female,45-54 years,0.0,104.0,22.5,0.0,0.0,23.0
01/31/2020,2020.0,1.0,New Hampshire,Male,85 years and over,0.0,130.0,18.0,0.0,0.0,18.0
01/31/2020,2020.0,1.0,Nevada,All Sexes,75-84 years,0.0,667.0,44.0,0.0,0.0,45.0
01/31/2020,2020.0,1.0,South Dakota,Female,35-44 years,0.0,536.5,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Florida,Female,45-54 years,0.0,406.0,14.0,0.0,0.0,23.0
01/31/2020,2020.0,1.0,Mississippi,All Sexes,55-64 years,0.0,442.0,34.0,0.0,0.0,37.0
01/31/2020,2020.0,1.0,Virginia,Female,85 years and over,0.0,1239.0,76.0,0.0,0.0,79.0
01/31/2020,2020.0,1.0,Arizona,Female,45-54 years,0.0,119.0,11.0,0.0,0.0,12.0
01/31/2020,2020.0,1.0,Louisiana,Male,0-17 years,0.0,32.0,7.333333333333334,0.0,0.0,9.6
01/31/2020,2020.0,1.0,New Mexico,Male,40-49 years,0.0,44.0,3.666666666666667,0.0,0.0,7.2
01/31/2020,2020.0,1.0,Alaska,All Sexes,0-17 years,0.0,69.5,0.0,0.0,0.0,4.800000000000001
01/31/2020,2020.0,1.0,Delaware,Male,85 years and over,0.0,95.0,0.0,0.0,0.0,2.4000000000000004
01/31/2020,2020.0,1.0,Idaho,Male,Under 1 year,0.0,86.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Mississippi,Male,40-49 years,0.0,77.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Connecticut,Male,18-29 years,0.0,29.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Nevada,Female,55-64 years,0.0,142.0,10.0,0.0,0.0,12.0
01/31/2020,2020.0,1.0,West Virginia,Male,0-17 years,0.0,11.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Florida,Female,75-84 years,0.0,2187.0,136.0,0.0,13.0,149.0
01/31/2020,2020.0,1.0,Illinois,All Sexes,55-64 years,0.0,1247.0,68.0,0.0,8.666666666666668,76.0
01/31/2020,2020.0,1.0,Arizona,Male,25-34 years,0.0,113.0,34.0,0.0,4.333333333333334,38.0
01/31/2020,2020.0,1.0,South Dakota,All Sexes,45-54 years,0.0,28.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Illinois,Female,75-84 years,0.0,1102.0,82.0,0.0,0.0,86.0
01/31/2020,2020.0,1.0,Indiana,Female,5-14 years,0.0,68523.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,United States,Male,All Ages,3.0,135944.0,9153.0,1.0,1052.0,10207.0
01/31/2020,2020.0,1.0,South Carolina,All Sexes,0-17 years,0.0,36.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Utah,Female,30-39 years,0.0,19.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,West Virginia,Male,40-49 years,0.0,66.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Idaho,All Sexes,1-4 years,0.0,54.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,South Carolina,All Sexes,1-4 years,0.0,42.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Louisiana,Female,25-34 years,0.0,30.0,0.0,0.0,10.0,24.0
01/31/2020,2020.0,1.0,Arizona,Male,65-74 years,0.0,677.0,42.0,0.0,20.0,48.0
01/31/2020,2020.0,1.0,Oregon,All Sexes,All Ages,0.0,3304.0,175.0,0.0,30.0,205.0
01/31/2020,2020.0,1.0,Alabama,Male,18-29 years,0.0,53.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Nebraska,Female,25-34 years,0.0,68.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Michigan,Male,18-29 years,0.0,83.0,83.25,0.0,0.0,90.5
01/31/2020,2020.0,1.0,New Hampshire,All Sexes,15-24 years,0.0,10.0,166.5,0.0,0.0,181.0
01/31/2020,2020.0,1.0,Alaska,Female,85 years and over,0.0,57.0,249.75,0.0,0.0,271.5
01/31/2020,2020.0,1.0,Illinois,Female,All Ages,0.0,4787.0,333.0,0.0,29.0,362.0
01/31/2020,2020.0,1.0,Delaware,All Sexes,0-17 years,0.0,12.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Arkansas,All Sexes,35-44 years,0.0,100.0,17.5,0.0,0.0,20.5
01/31/2020,2020.0,1.0,North Carolina,All Sexes,45-54 years,0.0,545.0,35.0,0.0,0.0,41.0
01/31/2020,2020.0,1.0,Kansas,Female,55-64 years,0.0,104.0,17.5,0.0,0.0,11.0
01/31/2020,2020.0,1.0,South Carolina,Female,1-4 years,0.0,146.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Maine,All Sexes,50-64 years,0.0,188.0,12.0,0.0,0.0,12.0
01/31/2020,2020.0,1.0,Oklahoma,Male,55-64 years,0.0,345.0,22.0,0.0,0.0,25.0
01/31/2020,2020.0,1.0,Maine,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Arkansas,Female,50-64 years,0.0,186.0,11.0,0.0,0.0,14.0
01/31/2020,2020.0,1.0,Puerto Rico,Male,35-44 years,0.0,65.0,25.5,0.0,0.0,31.5
01/31/2020,2020.0,1.0,Colorado,Female,85 years and over,0.0,714.0,40.0,0.0,0.0,49.0
01/31/2020,2020.0,1.0,West Virginia,Male,All Ages,0.0,1127.0,80.0,0.0,0.0,84.0
01/31/2020,2020.0,1.0,Minnesota,Male,1-4 years,0.0,824.0,40.0,0.0,0.0,42.0
01/31/2020,2020.0,1.0,Delaware,Female,25-34 years,0.0,521.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,West Virginia,Male,85 years and over,0.0,218.0,18.0,0.0,0.0,19.0
01/31/2020,2020.0,1.0,California,Female,Under 1 year,0.0,63.0,21.25,0.0,0.0,14.5
01/31/2020,2020.0,1.0,New Jersey,Female,55-64 years,0.0,297.0,24.5,0.0,0.0,10.0
01/31/2020,2020.0,1.0,California,All Sexes,1-4 years,0.0,33.0,27.75,0.0,0.0,23.0
01/31/2020,2020.0,1.0,New Mexico,All Sexes,85 years and over,0.0,471.0,31.0,0.0,0.0,36.0
01/31/2020,2020.0,1.0,Alabama,Male,15-24 years,0.0,43.0,0.0,0.0,0.0,24.0
01/31/2020,2020.0,1.0,West Virginia,All Sexes,30-39 years,0.0,57.0,0.0,0.0,0.0,12.0
01/31/2020,2020.0,1.0,Maryland,Female,5-14 years,0.0,1889.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Colorado,All Sexes,All Ages,0.0,3721.0,225.0,0.0,47.0,272.0
01/31/2020,2020.0,1.0,United States,Female,35-44 years,0.0,2706.0,149.0,0.0,61.0,210.0
01/31/2020,2020.0,1.0,Tennessee,All Sexes,15-24 years,0.0,69.0,743.75,0.0,40.66666666666667,831.25
01/31/2020,2020.0,1.0,Oklahoma,Male,40-49 years,0.0,101.0,1338.5,0.0,20.333333333333336,1452.5
01/31/2020,2020.0,1.0,Arkansas,Male,15-24 years,0.0,30.0,1933.25,0.0,0.0,2073.75
01/31/2020,2020.0,1.0,United States,Male,85 years and over,0.0,31381.0,2528.0,0.0,167.0,2695.0
01/31/2020,2020.0,1.0,North Carolina,All Sexes,5-14 years,0.0,16.0,1274.0,0.0,125.25,1358.0
01/31/2020,2020.0,1.0,Maine,All Sexes,65-74 years,0.0,266.0,20.0,0.0,83.5,21.0
01/31/2020,2020.0,1.0,Indiana,All Sexes,55-64 years,0.0,838.0,46.0,0.0,41.75,48.0
01/31/2020,2020.0,1.0,District of Columbia,Male,50-64 years,0.0,91.0,10.0,0.0,0.0,10.0
01/31/2020,2020.0,1.0,New Hampshire,Male,55-64 years,0.0,98.0,5.0,0.0,0.0,5.0
01/31/2020,2020.0,1.0,Louisiana,All Sexes,15-24 years,0.0,62.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,New York City,Male,25-34 years,0.0,78.0,4.333333333333333,0.0,0.0,5.333333333333333
01/31/2020,2020.0,1.0,Nevada,All Sexes,5-14 years,0.0,150.5,8.666666666666666,0.0,0.0,10.666666666666666
01/31/2020,2020.0,1.0,Rhode Island,All Sexes,75-84 years,0.0,223.0,13.0,0.0,0.0,16.0
01/31/2020,2020.0,1.0,Alabama,All Sexes,18-29 years,0.0,72.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Hawaii,Female,35-44 years,0.0,10.0,17.5,0.0,0.0,20.5
01/31/2020,2020.0,1.0,Pennsylvania,Female,55-64 years,0.0,606.0,35.0,0.0,0.0,41.0
01/31/2020,2020.0,1.0,Nevada,Female,75-84 years,0.0,315.0,21.0,0.0,0.0,22.0
01/31/2020,2020.0,1.0,Nevada,Female,85 years and over,0.0,332.0,13.0,0.0,0.0,14.0
01/31/2020,2020.0,1.0,New Jersey,Male,35-44 years,0.0,127.0,6.5,0.0,0.0,7.0
01/31/2020,2020.0,1.0,Kansas,All Sexes,18-29 years,0.0,42.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Arkansas,Male,0-17 years,0.0,23.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Arizona,Female,25-34 years,0.0,40.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Puerto Rico,All Sexes,1-4 years,0.0,32.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Oklahoma,Male,15-24 years,0.0,24.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Idaho,All Sexes,65-74 years,0.0,230.0,10.0,0.0,38.6,11.0
01/31/2020,2020.0,1.0,Maryland,Female,All Ages,0.0,2244.0,180.0,0.0,77.2,189.0
01/31/2020,2020.0,1.0,Virginia,All Sexes,5-14 years,0.0,12523.666666666666,988.3333333333334,0.0,115.80000000000001,1058.6666666666665
01/31/2020,2020.0,1.0,Maryland,Male,1-4 years,0.0,22803.333333333332,1796.6666666666667,0.0,154.4,1928.3333333333333
01/31/2020,2020.0,1.0,United States,Male,75-84 years,1.0,33083.0,2605.0,1.0,193.0,2798.0
01/31/2020,2020.0,1.0,Montana,Female,15-24 years,0.0,16644.5,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Pennsylvania,Male,35-44 years,0.0,206.0,73.0,0.0,0.0,90.0
01/31/2020,2020.0,1.0,Florida,All Sexes,50-64 years,0.0,2979.0,146.0,0.0,34.0,180.0
01/31/2020,2020.0,1.0,Florida,Female,0-17 years,0.0,91.0,95.5,0.0,22.666666666666664,114.0
01/31/2020,2020.0,1.0,Virginia,Male,85 years and over,0.0,741.0,45.0,0.0,11.333333333333332,48.0
01/31/2020,2020.0,1.0,District of Columbia,Male,Under 1 year,0.0,379.5,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Rhode Island,All Sexes,30-39 years,0.0,18.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Delaware,Female,0-17 years,0.0,32.5,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Arkansas,All Sexes,25-34 years,0.0,47.0,52.333333333333336,0.0,0.0,56.333333333333336
01/31/2020,2020.0,1.0,Mississippi,Male,25-34 years,0.0,38.0,104.66666666666667,0.0,0.0,112.66666666666667
01/31/2020,2020.0,1.0,Minnesota,Female,All Ages,0.0,2139.0,157.0,0.0,12.0,169.0
01/31/2020,2020.0,1.0,New York,All Sexes,18-29 years,0.0,124.0,118.0,0.0,0.0,128.5
01/31/2020,2020.0,1.0,Tennessee,Female,75-84 years,0.0,859.0,79.0,0.0,0.0,88.0
01/31/2020,2020.0,1.0,Michigan,Male,85 years and over,0.0,1074.0,59.0,0.0,0.0,63.0
01/31/2020,2020.0,1.0,Georgia,Male,35-44 years,0.0,159.0,47.2,0.0,0.0,12.0
01/31/2020,2020.0,1.0,Arizona,Male,0-17 years,0.0,48.0,35.4,0.0,0.0,9.0
01/31/2020,2020.0,1.0,Indiana,All Sexes,15-24 years,0.0,78.0,23.599999999999994,0.0,0.0,6.0
01/31/2020,2020.0,1.0,Pennsylvania,Female,Under 1 year,0.0,43.0,11.799999999999997,0.0,0.0,3.0
01/31/2020,2020.0,1.0,Maryland,Female,18-29 years,0.0,14.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Wisconsin,Female,85 years and over,0.0,1124.0,60.0,0.0,0.0,61.0
01/31/2020,2020.0,1.0,Missouri,All Sexes,Under 1 year,0.0,41.0,243.5,0.0,0.0,267.0
01/31/2020,2020.0,1.0,Kentucky,All Sexes,All Ages,0.0,4530.0,427.0,0.0,46.0,473.0
01/31/2020,2020.0,1.0,Maine,Female,18-29 years,0.0,2975.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Mississippi,Female,All Ages,0.0,1420.0,118.0,0.0,0.0,124.0
01/31/2020,2020.0,1.0,Puerto Rico,Female,75-84 years,0.0,346.0,44.0,0.0,0.0,44.0
01/31/2020,2020.0,1.0,Missouri,All Sexes,1-4 years,0.0,482.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Delaware,Male,15-24 years,0.0,618.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Texas,Male,45-54 years,0.0,754.0,45.0,0.0,10.0,55.0
01/31/2020,2020.0,1.0,New York City,Male,15-24 years,0.0,24.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Vermont,Female,85 years and over,0.0,114.0,0.0,0.0,0.0,10.0
01/31/2020,2020.0,1.0,New Mexico,All Sexes,35-44 years,0.0,73.0,0.0,0.0,0.0,5.0
01/31/2020,2020.0,1.0,Missouri,All Sexes,5-14 years,0.0,2277.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Michigan,Female,All Ages,0.0,4481.0,261.0,0.0,22.0,283.0
01/31/2020,2020.0,1.0,Nevada,Male,75-84 years,0.0,352.0,23.0,0.0,0.0,23.0
01/31/2020,2020.0,1.0,United States,All Sexes,45-54 years,1.0,14424.0,780.0,0.0,199.0,980.0
01/31/2020,2020.0,1.0,West Virginia,All Sexes,85 years and over,0.0,535.0,47.0,0.0,99.5,49.0
01/31/2020,2020.0,1.0,Indiana,All Sexes,18-29 years,0.0,124.0,31.333333333333336,0.0,0.0,32.66666666666667
01/31/2020,2020.0,1.0,Alabama,All Sexes,5-14 years,0.0,16.0,15.666666666666668,0.0,0.0,16.333333333333336
01/31/2020,2020.0,1.0,Idaho,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Puerto Rico,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Utah,All Sexes,40-49 years,0.0,67.0,28.5,0.0,14.0,10.0
01/31/2020,2020.0,1.0,United States,All Sexes,15-24 years,0.0,2596.0,57.0,0.0,28.0,85.0
01/31/2020,2020.0,1.0,Arizona,Female,0-17 years,0.0,21.0,51.666666666666664,0.0,14.0,73.0
01/31/2020,2020.0,1.0,North Carolina,Male,Under 1 year,0.0,36.0,46.333333333333336,0.0,0.0,61.0
01/31/2020,2020.0,1.0,New York City,Female,75-84 years,0.0,591.0,41.0,0.0,3.3333333333333335,49.0
01/31/2020,2020.0,1.0,Kansas,Female,45-54 years,0.0,50.0,35.0,0.0,6.666666666666667,44.0
01/31/2020,2020.0,1.0,Colorado,All Sexes,55-64 years,0.0,455.0,29.0,0.0,10.0,39.0
01/31/2020,2020.0,1.0,North Dakota,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
01/31/2020,2020.0,1.0,Minnesota,Female,30-39 years,0.0,27.0,0.0,0.0,4.666666666666667,32.0
01/31/2020,2020.0,1.0,Michigan,Female,75-84 years,0.0,1096.0,61.0,0.0,9.333333333333334,64.0
02/29/2020,2020.0,2.0,Texas,All Sexes,40-49 years,0.0,754.0,36.0,0.0,14.0,50.0
02/29/2020,2020.0,2.0,Missouri,Male,5-14 years,0.0,599.5,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Maryland,Male,65-74 years,0.0,445.0,25.0,0.0,0.0,31.0
02/29/2020,2020.0,2.0,Maine,Female,25-34 years,0.0,494.5,31.0,0.0,0.0,37.5
02/29/2020,2020.0,2.0,Minnesota,All Sexes,50-64 years,0.0,544.0,37.0,0.0,5.0,44.0
02/29/2020,2020.0,2.0,New York City,All Sexes,50-64 years,0.0,816.0,57.0,0.0,10.0,67.0
02/29/2020,2020.0,2.0,Nevada,Female,0-17 years,0.0,616.25,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,North Dakota,Male,0-17 years,0.0,416.5,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Nevada,Male,5-14 years,0.0,216.75,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Oregon,Male,15-24 years,0.0,17.0,0.0,0.0,0.0,9.0
02/29/2020,2020.0,2.0,Iowa,Female,75-84 years,0.0,295.0,17.0,0.0,0.0,18.0
02/29/2020,2020.0,2.0,Texas,Male,40-49 years,0.0,497.0,22.0,0.0,0.0,26.0
02/29/2020,2020.0,2.0,Massachusetts,Female,Under 1 year,0.0,11.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Georgia,Male,55-64 years,0.0,683.0,33.0,0.0,0.0,37.0
02/29/2020,2020.0,2.0,Washington,Female,1-4 years,0.0,530.5,22.0,0.0,0.0,24.666666666666664
02/29/2020,2020.0,2.0,Wyoming,Female,40-49 years,0.0,378.0,11.0,0.0,0.0,12.333333333333332
02/29/2020,2020.0,2.0,Iowa,Female,Under 1 year,0.0,225.5,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Iowa,Male,45-54 years,0.0,73.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,New York,Female,25-34 years,0.0,35.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,New York,All Sexes,0-17 years,0.0,80.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Delaware,Female,30-39 years,0.0,139.66666666666666,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Mississippi,Female,1-4 years,0.0,199.33333333333331,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Oregon,Male,50-64 years,0.0,259.0,0.0,0.0,0.0,11.0
02/29/2020,2020.0,2.0,Kansas,Male,5-14 years,0.0,1171.5,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Texas,Female,75-84 years,0.0,2084.0,149.0,0.0,13.0,162.0
02/29/2020,2020.0,2.0,Florida,Male,45-54 years,0.0,583.0,23.0,0.0,8.666666666666668,32.0
02/29/2020,2020.0,2.0,Tennessee,Female,40-49 years,0.0,120.0,12.0,0.0,4.333333333333334,17.0
02/29/2020,2020.0,2.0,Maryland,Female,Under 1 year,0.0,18.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,District of Columbia,All Sexes,5-14 years,0.0,3140.6666666666665,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Arkansas,Male,5-14 years,0.0,6263.333333333333,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Texas,Male,All Ages,0.0,9386.0,647.0,0.0,78.0,726.0
02/29/2020,2020.0,2.0,Wyoming,Female,35-44 years,0.0,4700.5,454.66666666666663,0.0,0.0,510.0
02/29/2020,2020.0,2.0,District of Columbia,Male,35-44 years,0.0,15.0,262.3333333333333,0.0,0.0,294.0
02/29/2020,2020.0,2.0,Tennessee,Female,75-84 years,0.0,762.0,70.0,0.0,0.0,78.0
02/29/2020,2020.0,2.0,Louisiana,Male,1-4 years,0.0,388.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Hawaii,All Sexes,15-24 years,0.0,14.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Illinois,Female,0-17 years,0.0,34.0,0.0,0.0,0.0,3.6666666666666665
02/29/2020,2020.0,2.0,Wisconsin,Female,45-54 years,0.0,94.0,1.25,0.0,0.0,7.333333333333333
02/29/2020,2020.0,2.0,Utah,All Sexes,55-64 years,0.0,185.0,2.5,0.0,0.0,11.0
02/29/2020,2020.0,2.0,Kentucky,Female,30-39 years,0.0,36.0,3.75,0.0,0.0,11.25
02/29/2020,2020.0,2.0,Mississippi,Male,5-14 years,0.0,52.0,5.0,0.0,0.0,11.5
02/29/2020,2020.0,2.0,Montana,Male,55-64 years,0.0,68.0,6.25,0.0,0.0,11.75
02/29/2020,2020.0,2.0,Georgia,Female,45-54 years,0.0,215.0,7.5,0.0,0.0,12.0
02/29/2020,2020.0,2.0,New Jersey,All Sexes,15-24 years,0.0,39.0,8.75,0.0,0.0,12.0
02/29/2020,2020.0,2.0,Ohio,Male,45-54 years,0.0,311.0,10.0,0.0,0.0,12.0
02/29/2020,2020.0,2.0,Iowa,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Tennessee,All Sexes,0-17 years,0.0,93.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Puerto Rico,Female,0-17 years,0.0,60.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Idaho,Female,45-54 years,0.0,27.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Georgia,Male,5-14 years,0.0,13.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Montana,Male,15-24 years,0.0,12.5,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Wisconsin,All Sexes,5-14 years,0.0,12.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,North Dakota,Female,18-29 years,0.0,105.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,New Jersey,All Sexes,40-49 years,0.0,198.0,11.0,0.0,0.0,13.0
02/29/2020,2020.0,2.0,South Dakota,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Indiana,Female,25-34 years,0.0,39.0,20.666666666666668,0.0,0.0,24.333333333333332
02/29/2020,2020.0,2.0,Arkansas,All Sexes,30-39 years,0.0,71.0,41.333333333333336,0.0,5.5,48.666666666666664
02/29/2020,2020.0,2.0,Minnesota,All Sexes,75-84 years,0.0,941.0,62.0,0.0,11.0,73.0
02/29/2020,2020.0,2.0,Nevada,Female,Under 1 year,0.0,1792.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Alaska,Male,0-17 years,0.0,2643.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Florida,All Sexes,65-74 years,0.0,3494.0,268.0,0.0,28.0,296.0
02/29/2020,2020.0,2.0,Wyoming,Female,75-84 years,0.0,41.0,140.5,0.0,0.0,156.5
02/29/2020,2020.0,2.0,Pennsylvania,Male,45-54 years,0.0,344.0,13.0,0.0,10.5,17.0
02/29/2020,2020.0,2.0,Virginia,Female,All Ages,0.0,2917.0,122.0,0.0,21.0,143.0
02/29/2020,2020.0,2.0,South Dakota,All Sexes,1-4 years,0.0,1473.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Oregon,Male,25-34 years,0.0,29.0,6.5,0.0,0.0,7.0
02/29/2020,2020.0,2.0,Hawaii,All Sexes,65-74 years,0.0,190.0,13.0,0.0,5.666666666666667,14.0
02/29/2020,2020.0,2.0,North Carolina,Male,Under 1 year,0.0,35.0,134.0,0.0,11.333333333333334,143.0
02/29/2020,2020.0,2.0,Pennsylvania,All Sexes,85 years and over,0.0,4046.0,255.0,0.0,17.0,272.0
02/29/2020,2020.0,2.0,Alaska,Female,30-39 years,0.0,2049.5,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Wyoming,Male,75-84 years,0.0,53.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,North Carolina,Female,0-17 years,0.0,49.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Arizona,All Sexes,5-14 years,0.0,14.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Texas,Male,18-29 years,0.0,300.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Kentucky,Female,45-54 years,0.0,105.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Illinois,Female,40-49 years,0.0,105.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Delaware,All Sexes,75-84 years,0.0,183.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Minnesota,Male,15-24 years,0.0,19.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Alaska,Female,25-34 years,0.0,0.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Minnesota,Female,50-64 years,0.0,207.0,18.0,0.0,0.0,23.0
02/29/2020,2020.0,2.0,New York,Male,5-14 years,0.0,175.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Delaware,Male,0-17 years,0.0,143.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,North Carolina,Male,18-29 years,0.0,111.0,336.5,0.0,110.0,446.5
02/29/2020,2020.0,2.0,United States,All Sexes,45-54 years,2.0,13390.0,673.0,2.0,220.0,893.0
02/29/2020,2020.0,2.0,Maryland,Female,0-17 years,0.0,22.0,0.0,0.0,0.0,0.0
02/29/2020,2020.0,2.0,Nevada,Female,50-64 years,0.0,172.0,11.0,0.0,21.5,14.0
02/29/2020,2020.0,2.0,Ohio,Male,All Ages,0.0,5191.0,259.0,0.0,43.0,302.0
02/29/2020,2020.0,2.0,Indiana,Female,30-39 years,0.0,36.0,190.0,0.0,0.0,221.0
02/29/2020,2020.0,2.0,Oklahoma,All Sexes,15-24 years,0.0,38.0,121.0,0.0,0.0,140.0
02/29/2020,2020.0,2.0,Illinois,Female,65-74 years,0.0,756.0,52.0,0.0,6.0,59.0
